t,step,u_min,u_max,v_min,v_max,energy,max_grad,rms_grad
0.0,0,-1.25,1.25,-1.459191958873648,1.459191958873648,0.5912499999999998,1.8853140037472882,1.1280514172678475
0.003994275831718908,1,-1.2499647832973348,1.2499647203958757,-1.4591240064313418,1.4590665347535214,0.5911991682371714,1.8865631932766675,1.1280008813332638
0.09992528286481805,25,-1.2493403569576857,1.249314764980869,-1.4573007922293457,1.4572562811239158,0.5899750186132525,1.9672423064586795,1.1330923424571273
0.19998917121396256,50,-1.248734570312918,1.2486371770210682,-1.4555322093944825,1.4554654260008872,0.5886710941576095,2.16857541436569,1.151927819901227
0.25,63,-1.2484342926065148,1.2482868997678673,-1.4546865401799645,1.454458537243651,0.5879985973780574,2.3262907790796157,1.1671861354051012
