step,t,dt,u_min,u_max,v_min,v_max,w_min,w_max,energy,max_grad,rms_grad
1,0.009469993547384939,0.009469993547384939,-1.5453047929872787,1.545209213909827,-1.4998275475237424,1.3166314738660811,-0.8999137177004934,0.8998775818938995,0.6612365053193808,1.9170566627173071,1.191137956146286
16,0.15,0.007945951309250299,-1.5445444110968523,1.5444904515871256,-1.4983573607472342,1.3176928205819878,-0.8993891126368512,0.899212875336076,0.66102541985256,2.1579641046989204,1.2010117625125745
